"2017-04-13 09:47:58 [restartedMain] INFO  c.c.web.config.QuizWarApplication - Starting QuizWarApplication on yuXiaoyangdeMacBook-Pro.local with PID 2353 (/Users/boxiao/working/alt/src/github/quiz/quiz-webapp/target/classes started by boxiao in /Users/boxiao/working/alt/src/github/quiz/quiz-webapp)
""2017-04-13 09:47:58 [restartedMain] DEBUG c.c.web.config.QuizWarApplication - Running with Spring Boot v1.5.2.RELEASE, Spring v4.3.7.RELEASE
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.s.HttpSessionRequestCache - Removing DefaultSavedRequest from session if present
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.security.web.FilterChainProxy - /login at position 8 of 12 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.security.web.FilterChainProxy - /login at position 9 of 12 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Populated SecurityContextHolder with anonymous token: 'org.springframework.security.authentication.AnonymousAuthenticationToken@905571d8: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@0: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: 1847CDBC9D94F3B5AC88978713DC2FAD; Granted Authorities: ROLE_ANONYMOUS'
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.security.web.FilterChainProxy - /login at position 10 of 12 in additional filter chain; firing Filter: 'SessionManagementFilter'
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.security.web.FilterChainProxy - /login at position 11 of 12 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.security.web.FilterChainProxy - /login at position 12 of 12 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.a.i.FilterSecurityInterceptor - Secure object: FilterInvocation: URL: /login; Attributes: [permitAll]
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.a.i.FilterSecurityInterceptor - Previously Authenticated: org.springframework.security.authentication.AnonymousAuthenticationToken@905571d8: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@0: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: 1847CDBC9D94F3B5AC88978713DC2FAD; Granted Authorities: ROLE_ANONYMOUS
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.access.vote.AffirmativeBased - Voter: org.springframework.security.web.access.expression.WebExpressionVoter@ced139f, returned: 1
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.a.i.FilterSecurityInterceptor - Authorization successful
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.a.i.FilterSecurityInterceptor - RunAsManager did not change Authentication object
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.security.web.FilterChainProxy - /login reached end of additional filter chain; proceeding with original chain
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG c.c.q.web.controller.QuizController - The request url is /login
""2017-04-18 14:45:46 [http-nio-8080-exec-7] INFO  c.c.q.s.i.a.DatabaseUserDetailsService - The user mike is going to be retrieved from DB
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG c.c.q.s.i.a.DatabaseUserDetailsService - User name is mike
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG c.c.q.s.i.a.DatabaseUserDetailsService - User password is Vwbsp7H/5EHBxS92BlRPKQ==
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG c.c.q.s.i.a.DefaultSecurityService - User mike password is Vwbsp7H/5EHBxS92BlRPKQ==
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG c.c.q.s.i.a.DefaultSecurityService - AuthenticationManager class name is org.springframework.security.authentication.ProviderManager
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.authentication.ProviderManager - Authentication attempt using org.springframework.security.authentication.dao.DaoAuthenticationProvider
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.a.d.DaoAuthenticationProvider - User 'mike' not found
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.a.ExceptionTranslationFilter - Authentication exception occurred; redirecting to authentication entry point
"org.springframework.security.authentication.BadCredentialsException: Bad credentials
	at org.springframework.security.authentication.dao.AbstractUserDetailsAuthenticationProvider.authenticate(AbstractUserDetailsAuthenticationProvider.java:151)
	at org.springframework.security.authentication.ProviderManager.authenticate(ProviderManager.java:174)
	at cn.clubox.quiz.service.impl.auth.DefaultSecurityService.autoLogin(DefaultSecurityService.java:43)
	at cn.clubox.quiz.web.controller.QuizController.login(QuizController.java:71)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:497)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:205)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:133)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:116)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:827)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:738)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:85)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:963)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:897)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:970)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:861)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:687)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:846)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:790)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:230)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:165)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:52)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:192)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:165)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:317)
	at org.springframework.security.web.access.intercept.FilterSecurityInterceptor.invoke(FilterSecurityInterceptor.java:127)
	at org.springframework.security.web.access.intercept.FilterSecurityInterceptor.doFilter(FilterSecurityInterceptor.java:91)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331)
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:114)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331)
	at org.springframework.security.web.session.SessionManagementFilter.doFilter(SessionManagementFilter.java:137)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331)
	at org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter(AnonymousAuthenticationFilter.java:111)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331)
	at org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter(SecurityContextHolderAwareRequestFilter.java:170)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331)
	at org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter(RequestCacheAwareFilter.java:63)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331)
	at org.springframework.security.web.authentication.AbstractAuthenticationProcessingFilter.doFilter(AbstractAuthenticationProcessingFilter.java:200)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:116)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331)
	at org.springframework.security.web.csrf.CsrfFilter.doFilterInternal(CsrfFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331)
	at org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal(HeaderWriterFilter.java:64)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331)
	at org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter(SecurityContextPersistenceFilter.java:105)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331)
	at org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal(WebAsyncManagerIntegrationFilter.java:56)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:331)
	at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:214)
	at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:177)
	at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:346)
	at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:262)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:192)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:165)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:99)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:192)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:165)
	at org.springframework.web.filter.HttpPutFormContentFilter.doFilterInternal(HttpPutFormContentFilter.java:105)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:192)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:165)
	at org.springframework.web.filter.HiddenHttpMethodFilter.doFilterInternal(HiddenHttpMethodFilter.java:81)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:192)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:165)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:197)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:192)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:165)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:198)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:96)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:474)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:140)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:79)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:87)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:349)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:783)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:66)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:798)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1434)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:745)
"2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.matcher.AndRequestMatcher - Trying to match using Ant [pattern='/**', GET]
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.m.AntPathRequestMatcher - Request '/login' matched by universal pattern '/**'
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.matcher.AndRequestMatcher - Trying to match using NegatedRequestMatcher [requestMatcher=Ant [pattern='/**/favicon.ico']]
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.m.AntPathRequestMatcher - Checking match of request : '/login'; against '/**/favicon.ico'
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.m.NegatedRequestMatcher - matches = true
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.matcher.AndRequestMatcher - Trying to match using NegatedRequestMatcher [requestMatcher=MediaTypeRequestMatcher [contentNegotiationStrategy=org.springframework.web.accept.ContentNegotiationManager@24a86baa, matchingMediaTypes=[application/json], useEquals=false, ignoredMediaTypes=[*/*]]]
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.m.MediaTypeRequestMatcher - httpRequestMediaTypes=[text/html, application/xhtml+xml, application/xml;q=0.9, */*;q=0.8]
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.m.MediaTypeRequestMatcher - Processing text/html
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.m.MediaTypeRequestMatcher - application/json .isCompatibleWith text/html = false
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.m.MediaTypeRequestMatcher - Processing application/xhtml+xml
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.m.MediaTypeRequestMatcher - application/json .isCompatibleWith application/xhtml+xml = false
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.m.MediaTypeRequestMatcher - Processing application/xml;q=0.9
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.m.MediaTypeRequestMatcher - application/json .isCompatibleWith application/xml;q=0.9 = false
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.m.MediaTypeRequestMatcher - Processing */*;q=0.8
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.m.MediaTypeRequestMatcher - Ignoring
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.m.MediaTypeRequestMatcher - Did not match any media types
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.m.NegatedRequestMatcher - matches = true
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.matcher.AndRequestMatcher - Trying to match using NegatedRequestMatcher [requestMatcher=RequestHeaderRequestMatcher [expectedHeaderName=X-Requested-With, expectedHeaderValue=XMLHttpRequest]]
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.m.NegatedRequestMatcher - matches = true
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.u.matcher.AndRequestMatcher - All requestMatchers returned true
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.s.HttpSessionRequestCache - DefaultSavedRequest added to Session: DefaultSavedRequest[http://localhost:8080/login]
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.a.ExceptionTranslationFilter - Calling Authentication entry point.
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.web.DefaultRedirectStrategy - Redirecting to 'http://localhost:8080/login'
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.c.HttpSessionSecurityContextRepository - SecurityContext is empty or contents are anonymous - context will not be stored in HttpSession.
""2017-04-18 14:45:46 [http-nio-8080-exec-7] DEBUG o.s.s.w.c.SecurityContextPersistenceFilter - SecurityContextHolder now cleared, as request processing completed
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.security.web.FilterChainProxy - /login at position 1 of 12 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.security.web.FilterChainProxy - /login at position 2 of 12 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.c.HttpSessionSecurityContextRepository - HttpSession returned null object for SPRING_SECURITY_CONTEXT
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.c.HttpSessionSecurityContextRepository - No SecurityContext was available from the HttpSession: org.apache.catalina.session.StandardSessionFacade@67a2a9cf. A new one will be created.
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.security.web.FilterChainProxy - /login at position 3 of 12 in additional filter chain; firing Filter: 'HeaderWriterFilter'
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.h.writers.HstsHeaderWriter - Not injecting HSTS header since it did not match the requestMatcher org.springframework.security.web.header.writers.HstsHeaderWriter$SecureRequestMatcher@3ee8c7d7
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.security.web.FilterChainProxy - /login at position 4 of 12 in additional filter chain; firing Filter: 'CsrfFilter'
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.security.web.FilterChainProxy - /login at position 5 of 12 in additional filter chain; firing Filter: 'LogoutFilter'
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.u.m.AntPathRequestMatcher - Request 'GET /login' doesn't match 'POST /logout
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.security.web.FilterChainProxy - /login at position 6 of 12 in additional filter chain; firing Filter: 'UsernamePasswordAuthenticationFilter'
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.u.m.AntPathRequestMatcher - Request 'GET /login' doesn't match 'POST /login
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.security.web.FilterChainProxy - /login at position 7 of 12 in additional filter chain; firing Filter: 'RequestCacheAwareFilter'
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.s.DefaultSavedRequest - pathInfo: both null (property equals)
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.s.DefaultSavedRequest - queryString: both null (property equals)
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.s.DefaultSavedRequest - requestURI: arg1=/login; arg2=/login (property equals)
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.s.DefaultSavedRequest - serverPort: arg1=8080; arg2=8080 (property equals)
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.s.DefaultSavedRequest - requestURL: arg1=http://localhost:8080/login; arg2=http://localhost:8080/login (property equals)
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.s.DefaultSavedRequest - scheme: arg1=http; arg2=http (property equals)
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.s.DefaultSavedRequest - serverName: arg1=localhost; arg2=localhost (property equals)
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.s.DefaultSavedRequest - contextPath: arg1=; arg2= (property equals)
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.s.DefaultSavedRequest - servletPath: arg1=/login; arg2=/login (property equals)
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.s.HttpSessionRequestCache - Removing DefaultSavedRequest from session if present
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.security.web.FilterChainProxy - /login at position 8 of 12 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.security.web.FilterChainProxy - /login at position 9 of 12 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.a.AnonymousAuthenticationFilter - Populated SecurityContextHolder with anonymous token: 'org.springframework.security.authentication.AnonymousAuthenticationToken@905571d8: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@0: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: 1847CDBC9D94F3B5AC88978713DC2FAD; Granted Authorities: ROLE_ANONYMOUS'
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.security.web.FilterChainProxy - /login at position 10 of 12 in additional filter chain; firing Filter: 'SessionManagementFilter'
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.security.web.FilterChainProxy - /login at position 11 of 12 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.security.web.FilterChainProxy - /login at position 12 of 12 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.a.i.FilterSecurityInterceptor - Secure object: FilterInvocation: URL: /login; Attributes: [permitAll]
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.a.i.FilterSecurityInterceptor - Previously Authenticated: org.springframework.security.authentication.AnonymousAuthenticationToken@905571d8: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@0: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: 1847CDBC9D94F3B5AC88978713DC2FAD; Granted Authorities: ROLE_ANONYMOUS
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.access.vote.AffirmativeBased - Voter: org.springframework.security.web.access.expression.WebExpressionVoter@ced139f, returned: 1
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.a.i.FilterSecurityInterceptor - Authorization successful
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.a.i.FilterSecurityInterceptor - RunAsManager did not change Authentication object
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.security.web.FilterChainProxy - /login reached end of additional filter chain; proceeding with original chain
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG c.c.q.web.controller.QuizController - The request url is /login
""2017-04-18 14:45:46 [http-nio-8080-exec-8] INFO  c.c.q.s.i.a.DatabaseUserDetailsService - The user mike is going to be retrieved from DB
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG c.c.q.s.i.a.DatabaseUserDetailsService - User name is mike
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG c.c.q.s.i.a.DatabaseUserDetailsService - User password is Vwbsp7H/5EHBxS92BlRPKQ==
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG c.c.q.s.i.a.DefaultSecurityService - User mike password is Vwbsp7H/5EHBxS92BlRPKQ==
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG c.c.q.s.i.a.DefaultSecurityService - AuthenticationManager class name is org.springframework.security.authentication.ProviderManager
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.authentication.ProviderManager - Authentication attempt using org.springframework.security.authentication.dao.DaoAuthenticationProvider
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.a.d.DaoAuthenticationProvider - User 'mike' not found
""2017-04-18 14:45:46 [http-nio-8080-exec-8] DEBUG o.s.s.w.a.ExceptionTranslationFilter - Authentication exception occurred; redirecting to authentication entry point
